params,mean_test_score,std_test_score,mean_fit_time,std_fit_time
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.001, 'optimizer': 'rmsprop', 'layer_normalization': False, 'hidden_layer_sizes': [128], 'hidden_activation': 'leaky_relu'}",0.9390568971633911,0.004893222318204405,18.300730419158935,2.3903207845548224
"{'output_activation': 'sigmoid', 'optimizer_learning_rate': 0.001, 'optimizer': 'adam', 'layer_normalization': True, 'hidden_layer_sizes': [96], 'hidden_activation': 'leaky_relu'}",0.93831547498703,0.007067217571857668,30.722037935256957,9.484732501598224
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.001, 'optimizer': 'rmsprop', 'layer_normalization': False, 'hidden_layer_sizes': [96], 'hidden_activation': 'relu'}",0.9371981620788574,0.0036021297564689967,16.829402112960814,3.727238780408789
"{'output_activation': 'sigmoid', 'optimizer_learning_rate': 0.01, 'optimizer': 'adam', 'layer_normalization': True, 'hidden_layer_sizes': [128], 'hidden_activation': 'relu'}",0.9364560604095459,0.003948490426001918,38.38810768127441,7.364237498546173
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.0001, 'optimizer': 'adam', 'layer_normalization': False, 'hidden_layer_sizes': [128, 32], 'hidden_activation': 'leaky_relu'}",0.9301363587379455,0.004946977992703391,17.60728187561035,2.3811518782692214
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.01, 'optimizer': 'rmsprop', 'layer_normalization': False, 'hidden_layer_sizes': [96, 32], 'hidden_activation': 'relu'}",0.9286514282226562,0.005825716016744924,19.945355892181396,2.886655951285814
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.01, 'optimizer': 'adam', 'layer_normalization': True, 'hidden_layer_sizes': [96, 16], 'hidden_activation': 'relu'}",0.9256795287132263,0.004679666640317344,34.5990927696228,7.771587867928978
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.001, 'optimizer': 'rmsprop', 'layer_normalization': False, 'hidden_layer_sizes': [96, 32], 'hidden_activation': 'relu'}",0.9241925358772278,0.00647193656938866,13.349975872039796,1.686296926856559
"{'output_activation': 'sigmoid', 'optimizer_learning_rate': 0.0001, 'optimizer': 'rmsprop', 'layer_normalization': True, 'hidden_layer_sizes': [64, 16], 'hidden_activation': 'leaky_relu'}",0.9234497427940369,0.0061376513060326975,29.75299015045166,6.3269633977454
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.001, 'optimizer': 'rmsprop', 'layer_normalization': True, 'hidden_layer_sizes': [96, 32], 'hidden_activation': 'relu'}",0.9230821371078491,0.012872986332399692,38.63775749206543,7.905507656869081
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.0001, 'optimizer': 'rmsprop', 'layer_normalization': True, 'hidden_layer_sizes': [128, 16], 'hidden_activation': 'leaky_relu'}",0.9175065994262696,0.011402650388491215,33.05812268257141,7.763346573261948
"{'output_activation': 'sigmoid', 'optimizer_learning_rate': 0.0001, 'optimizer': 'adam', 'layer_normalization': False, 'hidden_layer_sizes': [128, 16], 'hidden_activation': 'leaky_relu'}",0.9175038456916809,0.014323926604551715,21.86572766304016,0.4653774790961557
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.0001, 'optimizer': 'adam', 'layer_normalization': False, 'hidden_layer_sizes': [64, 16], 'hidden_activation': 'relu'}",0.9171293258666993,0.012813425281850805,14.608686399459838,3.418509076299619
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.01, 'optimizer': 'rmsprop', 'layer_normalization': False, 'hidden_layer_sizes': [64, 16], 'hidden_activation': 'leaky_relu'}",0.9167603492736817,0.015697264712164115,16.68409118652344,3.759350666603662
"{'output_activation': 'sigmoid', 'optimizer_learning_rate': 0.0001, 'optimizer': 'adam', 'layer_normalization': True, 'hidden_layer_sizes': [96, 32], 'hidden_activation': 'relu'}",0.9134187698364258,0.011582931289332242,31.828692865371703,8.892246382494337
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.001, 'optimizer': 'sgd', 'layer_normalization': True, 'hidden_layer_sizes': [128], 'hidden_activation': 'relu'}",0.9115579724311829,0.0058159199960095215,26.608803272247314,8.808217594608239
"{'output_activation': 'sigmoid', 'optimizer_learning_rate': 0.0001, 'optimizer': 'sgd', 'layer_normalization': True, 'hidden_layer_sizes': [64], 'hidden_activation': 'relu'}",0.9052382707595825,0.012283698826413086,20.834358549118043,0.9370507656357749
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.0001, 'optimizer': 'sgd', 'layer_normalization': False, 'hidden_layer_sizes': [128, 16], 'hidden_activation': 'leaky_relu'}",0.7357911825180053,0.015203509603975,19.486179399490357,2.515385446946678
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.0001, 'optimizer': 'sgd', 'layer_normalization': False, 'hidden_layer_sizes': [128, 16], 'hidden_activation': 'relu'}",0.6859715342521667,0.05049664483888722,15.24829821586609,4.800906685508341
"{'output_activation': 'softmax', 'optimizer_learning_rate': 0.01, 'optimizer': 'sgd', 'layer_normalization': False, 'hidden_layer_sizes': [128, 16], 'hidden_activation': 'relu'}",0.6707795619964599,0.04575439894081905,18.01763939857483,3.9668141480090076
